scenario,scenario_label,step,year,runs,mean_share,p10_share,p50_share,p90_share,mean_total_population,p10_total_population,p50_total_population,p90_total_population
baseline_30y,Baseline calibrated,0,2026,200,0.09829850746268652,0.08343283582089552,0.0985074626865671,0.11208955223880587,670.0,670.0,670.0,670.0
baseline_30y,Baseline calibrated,1,2027,200,0.10082000715752884,0.08497429832040145,0.1021021021021021,0.1157894736842105,667.02,662.0,667.0,671.0
baseline_30y,Baseline calibrated,2,2028,200,0.10362041154510163,0.08732316654003396,0.10534289946054651,0.11940181268882169,664.365,657.0,665.0,671.0
baseline_30y,Baseline calibrated,3,2029,200,0.10648655812777155,0.08869520127154468,0.10711512218770755,0.12316369857275761,662.63,652.9,663.0,672.0
baseline_30y,Baseline calibrated,4,2030,200,0.10939437070544013,0.09141354967432823,0.11003050208539235,0.1258014600134714,661.965,652.0,662.0,673.0
baseline_30y,Baseline calibrated,5,2031,200,0.11263311162901701,0.09453421063590554,0.11235961360637045,0.12997696136915288,661.975,649.9,662.0,673.1
baseline_30y,Baseline calibrated,6,2032,200,0.11562237346813013,0.09558660651574905,0.1158215661103979,0.1328848160091047,661.675,649.0,661.0,675.0
baseline_30y,Baseline calibrated,7,2033,200,0.1186624255686507,0.09902021837505708,0.11877349624060149,0.13643005816766235,661.595,647.9,661.0,676.0
baseline_30y,Baseline calibrated,8,2034,200,0.12171977095146243,0.10253325621746669,0.121602440788738,0.13985264384983873,662.955,649.9,662.0,678.1
baseline_30y,Baseline calibrated,9,2035,200,0.1248076691874016,0.10343779478042128,0.12463663028070104,0.14401045447945401,663.44,646.9,663.0,680.1
baseline_30y,Baseline calibrated,10,2036,200,0.12795961992526247,0.10596142226353703,0.1283212992225887,0.1473338112617309,664.605,646.9,665.0,683.0
baseline_30y,Baseline calibrated,11,2037,200,0.13103981254401664,0.10928427554720017,0.1319340329835082,0.15065352546108576,665.6,647.0,667.0,683.1
baseline_30y,Baseline calibrated,12,2038,200,0.13414913720207083,0.1127905004240882,0.1344748192536812,0.15488440694244354,666.44,645.0,668.0,685.1
baseline_30y,Baseline calibrated,13,2039,200,0.13727517518257606,0.1155555555555555,0.13702367739548643,0.15867762626627357,667.425,648.9,668.0,687.0
baseline_30y,Baseline calibrated,14,2040,200,0.14030659747447577,0.11813449669655222,0.13997103807864997,0.16325933466169967,668.62,648.0,668.0,688.1
baseline_30y,Baseline calibrated,15,2041,200,0.14372176316053528,0.12128816205031392,0.1426495016611295,0.1672401283967988,669.555,648.0,670.0,690.0
baseline_30y,Baseline calibrated,16,2042,200,0.14661088515832274,0.12388686991982688,0.14560302660739335,0.17109193543645076,670.18,648.0,672.0,691.1
baseline_30y,Baseline calibrated,17,2043,200,0.14965792880292428,0.12754997354679912,0.14855301062804765,0.17424108095294527,670.195,647.8,670.5,690.0
baseline_30y,Baseline calibrated,18,2044,200,0.15250075396444315,0.12956228222996513,0.15180553564368904,0.17784883988438577,670.24,645.9,671.0,693.1
baseline_30y,Baseline calibrated,19,2045,200,0.15559246125018736,0.13252543657093377,0.1540741586454015,0.18142909818794772,670.635,644.9,671.5,693.2
baseline_30y,Baseline calibrated,20,2046,200,0.1586153017384939,0.13530769230769224,0.1583228656162068,0.18365649326252745,670.14,643.8,671.5,694.2
baseline_30y,Baseline calibrated,21,2047,200,0.16171497045866143,0.13873692835014811,0.1605100393387452,0.18782971390526168,669.82,642.0,672.0,697.0
baseline_30y,Baseline calibrated,22,2048,200,0.16520043552962205,0.14165874170209589,0.1640497130800023,0.1917531266380464,669.585,641.0,672.0,696.0
baseline_30y,Baseline calibrated,23,2049,200,0.16805823751939983,0.14302219857253573,0.1671712129261545,0.19444847605224957,669.16,638.0,669.5,698.0
baseline_30y,Baseline calibrated,24,2050,200,0.1715783546608942,0.14508256214843038,0.17119445085149726,0.1970858416945373,668.155,635.0,669.0,699.1
baseline_30y,Baseline calibrated,25,2051,200,0.1747553767048165,0.1493417304611002,0.173881898939216,0.2024707299529426,668.085,635.9,670.0,700.0
baseline_30y,Baseline calibrated,26,2052,200,0.17800777817335597,0.152555440359879,0.1767315423976608,0.20569409223255372,667.94,634.0,669.0,699.0
baseline_30y,Baseline calibrated,27,2053,200,0.18138561846746357,0.15511316894897384,0.1807411374291082,0.21061778046179344,668.22,632.9,668.5,701.0
baseline_30y,Baseline calibrated,28,2054,200,0.1849939025172074,0.15943614480400878,0.18374026139895266,0.2154549866537248,667.775,631.9,668.0,700.0
baseline_30y,Baseline calibrated,29,2055,200,0.18866420072551782,0.1617189334490262,0.18759750101659825,0.21901351984802506,667.415,631.9,667.0,700.1
baseline_30y,Baseline calibrated,30,2056,200,0.1922941697402378,0.16422666750804568,0.19001171327155894,0.22046010768477725,667.405,632.0,667.5,701.1
high_inflow_share_30y,High Muslim inflow share (70%),0,2026,200,0.09968656716417906,0.0835820895522388,0.1,0.1134328358208955,670.0,670.0,670.0,670.0
high_inflow_share_30y,High Muslim inflow share (70%),1,2027,200,0.1031871411288514,0.08746797143324427,0.1039156626506024,0.11697669962011474,666.72,661.0,667.0,671.1
high_inflow_share_30y,High Muslim inflow share (70%),2,2028,200,0.10700766679605835,0.09172798861057964,0.107842512734528,0.12202796259665526,665.045,658.0,665.0,672.0
high_inflow_share_30y,High Muslim inflow share (70%),3,2029,200,0.11072947774229817,0.09492855622463758,0.11136249371543486,0.1252475133009484,663.455,654.0,663.0,673.0
high_inflow_share_30y,High Muslim inflow share (70%),4,2030,200,0.11460018926008793,0.09755377022012465,0.11532635774788236,0.12898820304469133,662.575,652.9,662.0,672.1
high_inflow_share_30y,High Muslim inflow share (70%),5,2031,200,0.11863068816983302,0.10119319398686732,0.1196392172849571,0.13284529016548677,662.575,651.0,663.0,674.1
high_inflow_share_30y,High Muslim inflow share (70%),6,2032,200,0.12264427836432096,0.10483692890816429,0.1238805970149253,0.13728520774615874,663.025,650.0,663.0,676.0
high_inflow_share_30y,High Muslim inflow share (70%),7,2033,200,0.12656345084041312,0.108760341849259,0.1274658573596358,0.1420360480016462,663.49,648.0,663.5,679.1
high_inflow_share_30y,High Muslim inflow share (70%),8,2034,200,0.13021260768004844,0.11248097412480974,0.130599923435619,0.14650132162066196,663.815,648.0,663.0,680.1
high_inflow_share_30y,High Muslim inflow share (70%),9,2035,200,0.13434520004538023,0.11639691451001863,0.13439756395764604,0.15075717833847865,664.43,647.9,664.0,682.0
high_inflow_share_30y,High Muslim inflow share (70%),10,2036,200,0.1384682799432759,0.12031472043622962,0.14,0.1547765118317265,665.285,645.9,665.0,684.0
high_inflow_share_30y,High Muslim inflow share (70%),11,2037,200,0.14276082708174842,0.12365065110013464,0.14380326298718965,0.15928597612065348,666.105,645.0,666.0,686.0
high_inflow_share_30y,High Muslim inflow share (70%),12,2038,200,0.1467376883534996,0.12634342009767,0.1478658536585365,0.1636563751526685,666.935,647.0,666.0,691.0
high_inflow_share_30y,High Muslim inflow share (70%),13,2039,200,0.15087607869289868,0.13049416111367682,0.15191166592028654,0.16866410979159924,667.54,646.0,666.0,692.1
high_inflow_share_30y,High Muslim inflow share (70%),14,2040,200,0.15492571034107516,0.13469140668994248,0.15540517690346228,0.17246892542101042,669.045,647.0,668.0,694.0
high_inflow_share_30y,High Muslim inflow share (70%),15,2041,200,0.15890830333050085,0.1388941525590375,0.15859871480810875,0.17632245301681493,670.025,647.0,669.0,697.1
high_inflow_share_30y,High Muslim inflow share (70%),16,2042,200,0.16311250597361923,0.14244009866102883,0.16275321650297575,0.1820856072062594,670.63,646.9,669.0,697.0
high_inflow_share_30y,High Muslim inflow share (70%),17,2043,200,0.1674674302412286,0.14649299482341296,0.1664167916041979,0.18814166541909935,671.23,646.9,669.5,697.2
high_inflow_share_30y,High Muslim inflow share (70%),18,2044,200,0.1717056543080175,0.15048863067985066,0.17114845938375345,0.1926605504587156,671.57,645.9,671.0,701.0
high_inflow_share_30y,High Muslim inflow share (70%),19,2045,200,0.1760732998010438,0.1528739381583418,0.17554672505609165,0.1978801340503468,671.15,643.9,671.0,699.1
high_inflow_share_30y,High Muslim inflow share (70%),20,2046,200,0.1807403003627423,0.15778375538604797,0.18092326947145465,0.2029958960328317,671.09,644.0,672.0,700.0
high_inflow_share_30y,High Muslim inflow share (70%),21,2047,200,0.18482518577625914,0.16097676753845447,0.18532121185471814,0.2084342327820095,670.74,643.0,670.0,697.3
high_inflow_share_30y,High Muslim inflow share (70%),22,2048,200,0.18919426603440503,0.16634182908545722,0.1896317046612104,0.21305241391748578,670.76,642.9,671.0,699.1
high_inflow_share_30y,High Muslim inflow share (70%),23,2049,200,0.19359021505331966,0.1688119572734957,0.19344848248376575,0.21856773896814938,670.765,641.0,671.5,698.2
high_inflow_share_30y,High Muslim inflow share (70%),24,2050,200,0.19782711850455775,0.17389334033889395,0.19668998048145736,0.22302044442261082,670.105,640.9,672.0,697.0
high_inflow_share_30y,High Muslim inflow share (70%),25,2051,200,0.202111531819957,0.17786746387643246,0.20131838449665573,0.22733541125244572,670.175,638.9,673.0,697.0
high_inflow_share_30y,High Muslim inflow share (70%),26,2052,200,0.20657759182704566,0.18339883551673944,0.20623234463276835,0.23290787337662336,669.745,637.0,672.0,697.2
high_inflow_share_30y,High Muslim inflow share (70%),27,2053,200,0.2111375969674512,0.1872942152187435,0.2104102167182662,0.23745761100370802,669.2,636.0,671.5,695.2
high_inflow_share_30y,High Muslim inflow share (70%),28,2054,200,0.2154748687533985,0.19020210312813143,0.2147149043666546,0.24090543288998134,669.02,633.0,672.0,696.3
high_inflow_share_30y,High Muslim inflow share (70%),29,2055,200,0.2202416657338941,0.19493348633601085,0.2191056574100898,0.24652020928311347,669.31,631.0,671.0,699.3
high_inflow_share_30y,High Muslim inflow share (70%),30,2056,200,0.22490809487080873,0.19799525727779646,0.22338095977636274,0.25433859970975603,669.185,631.9,671.0,701.2
no_migration_30y,No migration counterfactual,0,2026,200,0.10040298507462682,0.0865671641791044,0.1014925373134328,0.11507462686567156,670.0,670.0,670.0,670.0
no_migration_30y,No migration counterfactual,1,2027,200,0.10126096561838187,0.0855855855855855,0.10173280146838334,0.11614932801046589,665.05,659.9,665.0,670.0
no_migration_30y,No migration counterfactual,2,2028,200,0.10193100887967839,0.08641414141414136,0.10128501629408884,0.11765337856940905,661.08,654.0,661.0,668.0
no_migration_30y,No migration counterfactual,3,2029,200,0.10279295781195075,0.08688416759850026,0.10222862949920825,0.11992640476925949,658.24,650.0,658.0,666.0
no_migration_30y,No migration counterfactual,4,2030,200,0.10339725402010749,0.08764488143435512,0.10268392044092975,0.12075199927299157,655.725,646.0,656.0,664.1
no_migration_30y,No migration counterfactual,5,2031,200,0.1041474153153405,0.08790362180192687,0.1037659820858837,0.12140446379967336,653.685,644.9,653.0,665.0
no_migration_30y,No migration counterfactual,6,2032,200,0.10490909530146902,0.08835841313269492,0.1045115332428765,0.12409036943920657,652.02,641.0,651.5,663.1
no_migration_30y,No migration counterfactual,7,2033,200,0.10565562282873135,0.08911773036253776,0.10481990061867444,0.12486905336736329,650.73,638.0,650.0,663.0
no_migration_30y,No migration counterfactual,8,2034,200,0.1061859492501631,0.08902843045112782,0.1052634101338317,0.12579579994473605,649.655,636.8,650.0,663.0
no_migration_30y,No migration counterfactual,9,2035,200,0.10698914797666438,0.08985610245223934,0.1063234165318048,0.12653763605014545,648.765,633.9,649.0,664.0
no_migration_30y,No migration counterfactual,10,2036,200,0.10745409717213535,0.08961099464244113,0.10672740769120245,0.12638728468241475,647.75,631.0,648.0,665.0
no_migration_30y,No migration counterfactual,11,2037,200,0.10815799545754372,0.09063349697885188,0.10871229775617544,0.12776996253325346,646.54,630.0,647.0,663.1
no_migration_30y,No migration counterfactual,12,2038,200,0.10898003523698017,0.09089533764269013,0.1091772151898734,0.1301684532924961,645.35,627.0,645.0,664.0
no_migration_30y,No migration counterfactual,13,2039,200,0.10968809044936675,0.09173279447771315,0.10942122781065085,0.12993908737392149,644.42,627.9,644.0,664.0
no_migration_30y,No migration counterfactual,14,2040,200,0.11026679154029555,0.0921658986175115,0.11025968996796409,0.13084603193953423,643.465,624.0,643.0,664.0
no_migration_30y,No migration counterfactual,15,2041,200,0.11092302690805483,0.09250017195130338,0.1106059054366699,0.1311208246314075,642.25,623.0,641.5,664.0
no_migration_30y,No migration counterfactual,16,2042,200,0.11163584381289691,0.0921443241224794,0.1115513559122581,0.1328722520208506,640.345,621.0,638.0,662.0
no_migration_30y,No migration counterfactual,17,2043,200,0.11208894161166841,0.09301431246655963,0.11234205341204685,0.13303147173510044,638.475,618.9,637.0,660.1
no_migration_30y,No migration counterfactual,18,2044,200,0.11265619805906735,0.09331032592444928,0.11294525000985059,0.13432315349637455,636.485,614.9,635.0,658.1
no_migration_30y,No migration counterfactual,19,2045,200,0.11354014131400587,0.0938790826599722,0.11354905654823225,0.13459552792460822,634.44,611.9,632.0,660.1
no_migration_30y,No migration counterfactual,20,2046,200,0.1142807309490366,0.09295410707136871,0.11419501339294699,0.13615065406867338,632.05,608.0,630.0,657.0
no_migration_30y,No migration counterfactual,21,2047,200,0.11509671859177813,0.09348842018196857,0.11538817433145179,0.13844426848234265,629.465,602.9,627.5,657.0
no_migration_30y,No migration counterfactual,22,2048,200,0.11577324518627798,0.09338127928516943,0.11580450549531296,0.13823906004709569,626.93,599.0,626.5,654.1
no_migration_30y,No migration counterfactual,23,2049,200,0.11658397630524062,0.093730526267164,0.11618624536557665,0.14087099282813442,624.355,596.0,621.5,654.0
no_migration_30y,No migration counterfactual,24,2050,200,0.11748958071056417,0.09424129818157831,0.11727717453068975,0.1416779788838612,622.13,594.9,620.0,652.1
no_migration_30y,No migration counterfactual,25,2051,200,0.11804946034476706,0.09352721283017375,0.11764737293181285,0.14266204205506178,619.3,592.9,616.5,649.1
no_migration_30y,No migration counterfactual,26,2052,200,0.11871168406161177,0.09394542100353233,0.11889418038549805,0.14311567892135602,616.515,587.0,613.5,648.0
no_migration_30y,No migration counterfactual,27,2053,200,0.11953939209387031,0.09425589809526654,0.11968104366898061,0.14437059142702108,613.995,581.9,612.0,646.1
no_migration_30y,No migration counterfactual,28,2054,200,0.12043783345170006,0.09450728542653097,0.1207971103849394,0.14667741935483866,611.4,578.9,610.0,644.1
no_migration_30y,No migration counterfactual,29,2055,200,0.12143309010475584,0.09516355492929386,0.12020239210960855,0.14856416711558668,609.04,577.0,606.0,642.0
no_migration_30y,No migration counterfactual,30,2056,200,0.12258079689553208,0.09699927658548345,0.1218893153398539,0.1485235061967735,606.085,574.0,603.5,638.1
